metric_id,category,subcategory,present_in_all_input_chunks,n_present_rows,n_scored,n_error,n_not_applicable,error_rate_among_present_rows,non_scored_rate_among_present_rows,n_values_mean_imputed,variance_after_imputation,applicability_tier,preprocessing_outcome,retained_for_pooled_efa,analyzed_as_conditional
Overall_Rating_Overall_Quality_is_as_good,Overall Rating,Overall Quality,True,1000,1000,0,0,0.0,0.0,0,0.8844004004004002,core,core_retained,True,False
Overall_Rating_Questioning_Effectiveness,Overall Rating,Questioning Effectiveness,True,1000,1000,0,0,0.0,0.0,0,1.111011011011011,core,core_retained,True,False
Overall_Rating_Simplicity_vs_Complexity,Overall Rating,Simplicity vs. Complexity,True,1000,1000,0,0,0.0,0.0,0,1.0093843843843844,core,core_retained,True,False
Overall_Rating_Source_of_Knowledge,Overall Rating,Source of Knowledge,True,1000,1000,0,0,0.0,0.0,0,1.1877467467467469,core,core_retained,True,False
Safety_Danger,Safety,Danger,False,0,0,0,0,,,0,,dropped_not_in_all_chunks,not_present_in_all_input_chunks,False,False
Safety_Fairness_Agency__Care,Safety,"Fairness, Agency & Care",True,1000,1000,0,0,0.0,0.0,0,0.8944054054054054,core,core_retained,True,False
Safety_Hateful,Safety,Hateful,False,0,0,0,0,,,0,,dropped_not_in_all_chunks,not_present_in_all_input_chunks,False,False
Safety_Profanities,Safety,Profanities,False,0,0,0,0,,,0,,dropped_not_in_all_chunks,not_present_in_all_input_chunks,False,False
Safety_Self_harm,Safety,Self-harm,False,0,0,0,0,,,0,,dropped_not_in_all_chunks,not_present_in_all_input_chunks,False,False
Safety_Sexual,Safety,Sexual,False,0,0,0,0,,,0,,dropped_not_in_all_chunks,not_present_in_all_input_chunks,False,False
Safety_Substance_use,Safety,Substance use,False,0,0,0,0,,,0,,dropped_not_in_all_chunks,not_present_in_all_input_chunks,False,False
Understanding_Learner_Goals_Helpfulness,Understanding Learner Goals,Helpfulness,True,1000,1000,0,0,0.0,0.0,0,1.000031031031031,core,core_retained,True,False
Understanding_Learner_Goals_Identifies_goal,Understanding Learner Goals,Identifies goal,True,1000,996,0,4,0.0,0.0040000000000000036,4,0.7775325526329542,core,core_retained,True,False
Understanding_Learner_Goals_Question_Relevance,Understanding Learner Goals,Question Relevance,True,1000,1000,0,0,0.0,0.0,0,0.9093093093093094,core,core_retained,True,False
